ID,Date,Location ID,Location Description,Region,Country,Latitude,Longitude,Area Type,Junction Control,Accident Severity,Time of Day,Road Conditions,Junction Detail,Driver Age,Sex of Driver,Vehicle Type,Vehicle Propulsion,Number of Accidents,Number of Casualties,Number of Vehicles,Accidental Costs
3952,2018.Jun,UK10,Barnet,London,United Kingdom,51.654959,-0.19374,Urban,Traffic Light,Slight,Morning,Wet Road,T-junction,46-55,Male,Car,Petrol,1,1,2,2243.46
3954,2018.Jun,UK02,Leeds,Yorkshire and the Humber,United Kingdom,53.800676,-1.548242,Urban,Uncontrolled Junction,Slight,Afternoon,Wet Road,Not at junction,26-35,Male,Car,Petrol,1,1,2,2640.99
3955,2018.Jun,UK01,Birmingham,West Midlands,United Kingdom,52.478609,-1.884923,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,36-45,Male,Car,Petrol,1,1,2,1630.52
3956,2018.Jun,UK08,Sheffield,Yorkshire and the Humber,United Kingdom,53.379039,-1.47429,Urban,Traffic Light,Slight,Morning,Icy,T-junction,16-20,Female,Van,Heavy Oil,1,1,2,2011.66
3957,2018.Jun,UK09,Lambeth,London,United Kingdom,51.492716,-0.116293,Urban,Stop Sign,Slight,Evening,Icy,Crossroad,16-20,Female,Van,Heavy Oil,1,1,2,1642.39
3958,2018.Jun,UK10,Barnet,London,United Kingdom,51.654959,-0.19374,Urban,Traffic Light,Slight,Morning,Icy,T-junction,21-25,Female,Car,Heavy Oil,1,1,2,1682.74
3959,2018.Jun,UK03,Manchester,North West England,United Kingdom,53.481548,-2.245805,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,36-45,Male,Car,Petrol,1,1,2,1833.11
3961,2018.Jun,UK01,Birmingham,West Midlands,United Kingdom,52.478609,-1.884923,Small Town,Traffic Enforcer,Serious,Early Morning,Icy,Roundabout,Over 56,Female,Motorcycle,Hybrid Electric,1,1,2,2081.44
3962,2018.Jun,UK08,Sheffield,Yorkshire and the Humber,United Kingdom,53.379039,-1.47429,Rural,Stop Sign,Slight,Evening,Icy,Crossroad,16-20,Female,Van,Heavy Oil,1,1,2,2192.93
3963,2018.Jun,UK09,Lambeth,London,United Kingdom,51.492716,-0.116293,Urban,Traffic Light,Slight,Morning,Wet Road,T-junction,46-55,Male,Car,Petrol,1,1,2,2826.63
3964,2018.Jun,UK10,Barnet,London,United Kingdom,51.654959,-0.19374,Small Town,Traffic Enforcer,Fatal,Early Morning,Icy,Private Residence,Over 56,Female,Motorcycle,Hybrid Electric,1,1,2,2446.16
3965,2018.Jun,UK03,Manchester,North West England,United Kingdom,53.481548,-2.245805,Rural,Stop Sign,Slight,Evening,Icy,Crossroad,16-20,Female,Taxi,Heavy Oil,1,1,2,2935.38
3966,2018.Jun,UK02,Leeds,Yorkshire and the Humber,United Kingdom,53.800676,-1.548242,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,36-45,Male,Car,Petrol,1,1,1,2625.96
3968,2018.Jun,UK08,Sheffield,Yorkshire and the Humber,United Kingdom,53.379039,-1.47429,Urban,Traffic Light,Slight,Evening,Icy,Crossroad,16-20,Female,Van,Heavy Oil,1,1,2,1531.13
3969,2018.Jun,UK09,Lambeth,London,United Kingdom,51.492716,-0.116293,Rural,Stop Sign,Serious,Evening,Icy,Crossroad,Over 56,Female,Bus,Heavy Oil,1,1,2,1451.43
3970,2018.Jun,UK10,Barnet,London,United Kingdom,51.654959,-0.19374,Urban,Uncontrolled Junction,Slight,Afternoon,Wet Road,Not at junction,46-55,Male,Car,Petrol,1,1,2,1765.37
3971,2018.Jun,UK03,Manchester,North West England,United Kingdom,53.481548,-2.245805,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,26-35,Male,Car,Petrol,1,1,2,1982.95
3972,2018.Jun,UK02,Leeds,Yorkshire and the Humber,United Kingdom,53.800676,-1.548242,Small Town,Stop Sign,Serious,Evening,Icy,Roundabout,Over 56,Female,Motorcycle,Heavy Oil,1,1,2,1946.17
3973,2018.Jun,UK01,Birmingham,West Midlands,United Kingdom,52.478609,-1.884923,Urban,Uncontrolled Junction,Slight,Afternoon,Wet Road,Not at junction,26-35,Male,Car,Petrol,1,1,2,420.12
3974,2018.Jun,UK08,Sheffield,Yorkshire and the Humber,United Kingdom,53.379039,-1.47429,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,26-35,Male,Car,Petrol,1,1,2,350.08
3975,2018.Jun,UK09,Lambeth,London,United Kingdom,51.492716,-0.116293,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,26-35,Male,Car,Petrol,1,1,2,340.19
3976,2018.Jun,UK10,Barnet,London,United Kingdom,51.654959,-0.19374,Urban,Traffic Light,Slight,Morning,Wet Road,T-junction,46-55,Male,Car,Petrol,1,1,2,420.17
3977,2018.Jun,UK03,Manchester,North West England,United Kingdom,53.481548,-2.245805,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,36-45,Male,Car,Petrol,1,1,1,430.18
3978,2018.Jun,UK02,Leeds,Yorkshire and the Humber,United Kingdom,53.800676,-1.548242,Urban,Traffic Light,Slight,Morning,Wet Road,T-junction,46-55,Male,Car,Petrol,1,1,2,470.39
3979,2018.Jun,UK01,Birmingham,West Midlands,United Kingdom,52.478609,-1.884923,Urban,Traffic Light,Slight,Morning,Wet Road,T-junction,46-55,Male,Car,Petrol,1,1,2,2031.19
3980,2018.Jun,UK08,Sheffield,Yorkshire and the Humber,United Kingdom,53.379039,-1.47429,Urban,Traffic Light,Slight,Morning,Wet Road,T-junction,46-55,Male,Car,Petrol,1,1,2,2818.26
3981,2018.Jun,UK09,Lambeth,London,United Kingdom,51.492716,-0.116293,Urban,Traffic Light,Slight,Morning,Wet Road,T-junction,46-55,Male,Car,Petrol,1,1,2,2286.48
3982,2018.Jun,UK10,Barnet,London,United Kingdom,51.654959,-0.19374,Rural,Stop Sign,Slight,Evening,Icy,Crossroad,16-20,Female,Van,Heavy Oil,1,1,2,2517.02
3983,2018.Jun,UK03,Manchester,North West England,United Kingdom,53.481548,-2.245805,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,26-35,Male,Car,Petrol,1,1,2,2791.76
3984,2018.Jun,UK02,Leeds,Yorkshire and the Humber,United Kingdom,53.800676,-1.548242,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,26-35,Male,Car,Petrol,1,1,2,2469.94
3985,2018.Jun,UK01,Birmingham,West Midlands,United Kingdom,52.478609,-1.884923,Urban,Uncontrolled Junction,Slight,Afternoon,Wet Road,Not at junction,26-35,Male,Car,Petrol,1,1,1,2882.17
3986,2018.Jun,UK08,Sheffield,Yorkshire and the Humber,United Kingdom,53.379039,-1.47429,Urban,Uncontrolled Junction,Slight,Morning,Wet Road,T-junction,46-55,Male,Car,Petrol,1,1,2,2544.02
3987,2018.Jun,UK09,Lambeth,London,United Kingdom,51.492716,-0.116293,Small Town,Stop Sign,Serious,Evening,Icy,Roundabout,Over 56,Female,Motorcycle,Heavy Oil,1,1,2,2422.78
3988,2018.Jun,UK10,Barnet,London,United Kingdom,51.654959,-0.19374,Urban,Uncontrolled Junction,Slight,Morning,Wet Road,Not at junction,46-55,Male,Car,Petrol,1,1,2,2802.81
3989,2018.Jun,UK03,Manchester,North West England,United Kingdom,53.481548,-2.245805,Urban,Uncontrolled Junction,Slight,Afternoon,Wet Road,Not at junction,46-55,Male,Car,Petrol,1,1,2,2361.98
3990,2018.Jun,UK02,Leeds,Yorkshire and the Humber,United Kingdom,53.800676,-1.548242,Rural,Stop Sign,Slight,Evening,Icy,Crossroad,16-20,Female,Van,Heavy Oil,1,3,1,2869.67
3991,2018.Jun,UK01,Birmingham,West Midlands,United Kingdom,52.478609,-1.884923,Urban,Traffic Light,Slight,Morning,Wet Road,T-junction,46-55,Male,Car,Petrol,1,1,2,1491.42
3992,2018.Jun,UK08,Sheffield,Yorkshire and the Humber,United Kingdom,53.379039,-1.47429,Urban,Uncontrolled Junction,Slight,Morning,Wet Road,Not at junction,46-55,Male,Car,Petrol,1,1,2,1860.51
3993,2018.Jun,UK09,Lambeth,London,United Kingdom,51.492716,-0.116293,Urban,Uncontrolled Junction,Slight,Afternoon,Wet Road,Not at junction,26-35,Male,Car,Petrol,1,1,1,1722.75
3994,2018.Jun,UK10,Barnet,London,United Kingdom,51.654959,-0.19374,Rural,Stop Sign,Slight,Evening,Icy,Crossroad,Over 56,Female,Taxi,Heavy Oil,1,1,2,2027.58
3995,2018.Jun,UK03,Manchester,North West England,United Kingdom,53.481548,-2.245805,Urban,Uncontrolled Junction,Slight,Afternoon,Wet Road,Not at junction,26-35,Male,Car,Petrol,1,1,2,1862.98
3996,2018.Jun,UK02,Leeds,Yorkshire and the Humber,United Kingdom,53.800676,-1.548242,Urban,Traffic Light,Slight,Morning,Icy,T-junction,21-25,Female,Car,Heavy Oil,1,1,2,1654.12
3997,2018.Jun,UK01,Birmingham,West Midlands,United Kingdom,52.478609,-1.884923,Urban,Uncontrolled Junction,Slight,Afternoon,Wet Road,Not at junction,26-35,Male,Car,Petrol,1,1,2,2294.05
3998,2018.Jun,UK08,Sheffield,Yorkshire and the Humber,United Kingdom,53.379039,-1.47429,Urban,Uncontrolled Junction,Slight,Afternoon,Wet Road,Not at junction,46-55,Male,Car,Petrol,1,1,2,2394.57
3999,2018.Jun,UK09,Lambeth,London,United Kingdom,51.492716,-0.116293,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,36-45,Male,Car,Petrol,1,1,2,2593.7
4000,2018.Jun,UK10,Barnet,London,United Kingdom,51.654959,-0.19374,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,26-35,Male,Car,Petrol,1,1,2,2366.11
4001,2018.Jun,UK03,Manchester,North West England,United Kingdom,53.481548,-2.245805,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,36-45,Male,Car,Petrol,1,1,2,2272.3
4002,2018.Jun,UK02,Leeds,Yorkshire and the Humber,United Kingdom,53.800676,-1.548242,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,36-45,Male,Car,Petrol,1,1,2,2397.89
4003,2018.Jun,UK01,Birmingham,West Midlands,United Kingdom,52.478609,-1.884923,Urban,Traffic Light,Slight,Morning,Icy,T-junction,21-25,Female,Car,Heavy Oil,1,1,1,1200.48
4005,2018.Jun,UK09,Lambeth,London,United Kingdom,51.492716,-0.116293,Small Town,Traffic Enforcer,Fatal,Early Morning,Icy,Private Residence,Over 56,Female,Motorcycle,Hybrid Electric,1,1,2,1250.86
4006,2018.Jun,UK10,Barnet,London,United Kingdom,51.654959,-0.19374,Rural,Stop Sign,Slight,Evening,Icy,Crossroad,Over 56,Female,Bus,Heavy Oil,1,1,1,1101.74
4007,2018.Jun,UK03,Manchester,North West England,United Kingdom,53.481548,-2.245805,Rural,Stop Sign,Slight,Evening,Icy,Crossroad,16-20,Female,Van,Heavy Oil,1,1,2,1031.19
4008,2018.Jun,UK02,Leeds,Yorkshire and the Humber,United Kingdom,53.800676,-1.548242,Small Town,Traffic Enforcer,Serious,Early Morning,Icy,Private Residence,Over 56,Female,Motorcycle,Hybrid Electric,1,1,2,1031.29
4009,2018.Jun,UK01,Birmingham,West Midlands,United Kingdom,52.478609,-1.884923,Urban,Uncontrolled Junction,Slight,Afternoon,Wet Road,Not at junction,26-35,Male,Car,Petrol,1,1,2,800.48
4010,2018.Jun,UK08,Sheffield,Yorkshire and the Humber,United Kingdom,53.379039,-1.47429,Urban,Uncontrolled Junction,Slight,Afternoon,Wet Road,Not at junction,26-35,Male,Car,Petrol,1,1,2,880.5
4011,2018.Jun,UK09,Lambeth,London,United Kingdom,51.492716,-0.116293,Rural,Stop Sign,Serious,Evening,Snow,Crossroad,Over 56,Female,Bus,Heavy Oil,1,1,2,780.49
4012,2018.Jun,UK10,Barnet,London,United Kingdom,51.654959,-0.19374,Small Town,Stop Sign,Serious,Evening,Icy,Roundabout,Over 56,Female,Motorcycle,Heavy Oil,1,1,2,920.69
4013,2018.Jun,UK03,Manchester,North West England,United Kingdom,53.481548,-2.245805,Small Town,Traffic Enforcer,Serious,Early Morning,Icy,Private Residence,Over 56,Female,Motorcycle,Hybrid Electric,1,1,2,950.55
4014,2018.Jun,UK02,Leeds,Yorkshire and the Humber,United Kingdom,53.800676,-1.548242,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,36-45,Male,Car,Petrol,1,1,2,810.4
4015,2018.Jun,UK01,Birmingham,West Midlands,United Kingdom,52.478609,-1.884923,Rural,Stop Sign,Serious,Evening,Icy,Crossroad,Over 56,Female,Bus,Heavy Oil,1,1,2,1961.87
4016,2018.Jun,UK08,Sheffield,Yorkshire and the Humber,United Kingdom,53.379039,-1.47429,Urban,Traffic Light,Slight,Morning,Icy,T-junction,21-25,Female,Car,Heavy Oil,1,1,2,1852.31
4017,2018.Jun,UK09,Lambeth,London,United Kingdom,51.492716,-0.116293,Rural,Stop Sign,Slight,Evening,Icy,Crossroad,16-20,Female,Van,Heavy Oil,1,1,2,1974.72
4019,2018.Jun,UK03,Manchester,North West England,United Kingdom,53.481548,-2.245805,Urban,Uncontrolled Junction,Slight,Afternoon,Wet Road,Not at junction,26-35,Male,Car,Petrol,1,1,3,2100.33
4020,2018.Jun,UK02,Leeds,Yorkshire and the Humber,United Kingdom,53.800676,-1.548242,Rural,Stop Sign,Slight,Evening,Icy,Crossroad,16-20,Female,Van,Heavy Oil,1,1,3,2209.43
4021,2018.Jun,UK01,Birmingham,West Midlands,United Kingdom,52.478609,-1.884923,Rural,Stop Sign,Slight,Evening,Icy,Crossroad,16-20,Female,Van,Heavy Oil,1,1,2,1981.93
4022,2018.Jun,UK08,Sheffield,Yorkshire and the Humber,United Kingdom,53.379039,-1.47429,Urban,Uncontrolled Junction,Slight,Afternoon,Wet Road,Not at junction,26-35,Male,Car,Petrol,1,1,2,1611.41
4024,2018.Jun,UK10,Barnet,London,United Kingdom,51.654959,-0.19374,Urban,Traffic Light,Slight,Morning,Wet Road,T-junction,46-55,Male,Car,Petrol,1,1,2,1756.26
4025,2018.Jun,UK03,Manchester,North West England,United Kingdom,53.481548,-2.245805,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,36-45,Male,Car,Petrol,1,1,1,1612.32
4029,2018.Jun,UK09,Lambeth,London,United Kingdom,51.492716,-0.116293,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,26-35,Male,Car,Petrol,1,1,2,2343.42
4030,2018.Jun,UK10,Barnet,London,United Kingdom,51.654959,-0.19374,Rural,Stop Sign,Slight,Evening,Icy,Crossroad,Over 56,Female,Bus,Heavy Oil,1,1,2,2756.82
4031,2018.Jun,UK03,Manchester,North West England,United Kingdom,53.481548,-2.245805,Small Town,Traffic Enforcer,Serious,Early Morning,Icy,Roundabout,Over 56,Female,Motorcycle,Hybrid Electric,1,1,2,2043.17
4034,2018.Jul,UK08,Sheffield,Yorkshire and the Humber,United Kingdom,53.379039,-1.47429,Urban,Uncontrolled Junction,Slight,Afternoon,Wet Road,Not at junction,46-55,Male,Car,Petrol,1,2,2,2323.19
4035,2018.Jul,UK09,Lambeth,London,United Kingdom,51.492716,-0.116293,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,26-35,Male,Car,Petrol,1,2,2,2192
4036,2018.Jul,UK10,Barnet,London,United Kingdom,51.654959,-0.19374,Rural,Stop Sign,Slight,Evening,Icy,Crossroad,Over 56,Female,Taxi,Heavy Oil,1,1,2,1783.41
4037,2018.Jul,UK03,Manchester,North West England,United Kingdom,53.481548,-2.245805,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,36-45,Male,Car,Petrol,1,1,2,1723.4
4038,2018.Jul,UK02,Leeds,Yorkshire and the Humber,United Kingdom,53.800676,-1.548242,Urban,Traffic Light,Slight,Morning,Icy,T-junction,21-25,Female,Car,Heavy Oil,1,1,2,2271.35
4039,2018.Jul,UK01,Birmingham,West Midlands,United Kingdom,52.478609,-1.884923,Rural,Stop Sign,Slight,Evening,Icy,Crossroad,16-20,Female,Taxi,Heavy Oil,1,1,2,2804.92
4040,2018.Jul,UK08,Sheffield,Yorkshire and the Humber,United Kingdom,53.379039,-1.47429,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,26-35,Male,Car,Petrol,1,1,2,2173.62
4041,2018.Jul,UK09,Lambeth,London,United Kingdom,51.492716,-0.116293,Urban,Traffic Light,Slight,Morning,Icy,T-junction,21-25,Female,Car,Heavy Oil,1,1,2,2382.37
4043,2018.Jul,UK03,Manchester,North West England,United Kingdom,53.481548,-2.245805,Urban,Uncontrolled Junction,Slight,Afternoon,Wet Road,Not at junction,26-35,Male,Car,Petrol,1,1,1,2345.02
4044,2018.Jul,UK02,Leeds,Yorkshire and the Humber,United Kingdom,53.800676,-1.548242,Urban,Traffic Light,Slight,Morning,Icy,T-junction,21-25,Female,Car,Heavy Oil,1,1,2,2596.18
4046,2018.Jul,UK08,Sheffield,Yorkshire and the Humber,United Kingdom,53.379039,-1.47429,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,26-35,Male,Car,Petrol,1,2,2,1841.43
4047,2018.Jul,UK09,Lambeth,London,United Kingdom,51.492716,-0.116293,Small Town,Traffic Enforcer,Serious,Early Morning,Icy,Roundabout,Over 56,Female,Motorcycle,Hybrid Electric,1,2,2,2181.85
4048,2018.Jul,UK10,Barnet,London,United Kingdom,51.654959,-0.19374,Urban,Uncontrolled Junction,Slight,Afternoon,Wet Road,Not at junction,26-35,Male,Car,Petrol,1,1,2,2554.5
4049,2018.Jul,UK03,Manchester,North West England,United Kingdom,53.481548,-2.245805,Urban,Traffic Light,Slight,Evening,Icy,Crossroad,16-20,Female,Van,Heavy Oil,1,1,2,2152.34
4051,2018.Jul,UK01,Birmingham,West Midlands,United Kingdom,52.478609,-1.884923,Urban,Traffic Light,Slight,Morning,Icy,T-junction,21-25,Female,Car,Heavy Oil,1,1,2,2080.92
4052,2018.Jul,UK08,Sheffield,Yorkshire and the Humber,United Kingdom,53.379039,-1.47429,Urban,Traffic Light,Slight,Morning,Icy,T-junction,21-25,Female,Car,Heavy Oil,1,1,1,1690.69
4053,2018.Jul,UK09,Lambeth,London,United Kingdom,51.492716,-0.116293,Rural,Stop Sign,Slight,Evening,Icy,Crossroad,16-20,Female,Van,Heavy Oil,1,1,2,1822.73
4054,2018.Jul,UK10,Barnet,London,United Kingdom,51.654959,-0.19374,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,36-45,Male,Car,Petrol,1,1,2,1965.82
4055,2018.Jul,UK03,Manchester,North West England,United Kingdom,53.481548,-2.245805,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,26-35,Male,Car,Petrol,1,1,2,1721.82
4057,2018.Jul,UK01,Birmingham,West Midlands,United Kingdom,52.478609,-1.884923,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,36-45,Male,Car,Petrol,1,1,1,2695.47
4058,2018.Jul,UK08,Sheffield,Yorkshire and the Humber,United Kingdom,53.379039,-1.47429,Urban,Traffic Light,Slight,Morning,Icy,T-junction,16-20,Female,Car,Heavy Oil,1,1,2,2444.29
4060,2018.Jul,UK10,Barnet,London,United Kingdom,51.654959,-0.19374,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,26-35,Male,Car,Petrol,1,1,2,2104.44
4061,2018.Jul,UK03,Manchester,North West England,United Kingdom,53.481548,-2.245805,Urban,Traffic Light,Slight,Morning,Icy,T-junction,21-25,Female,Car,Heavy Oil,1,1,2,2922.06
4062,2018.Jul,UK02,Leeds,Yorkshire and the Humber,United Kingdom,53.800676,-1.548242,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,36-45,Male,Car,Petrol,1,1,2,2938.93
4063,2018.Jul,UK01,Birmingham,West Midlands,United Kingdom,52.478609,-1.884923,Small Town,Traffic Enforcer,Fatal,Early Morning,Icy,Private Residence,Over 56,Female,Motorcycle,Hybrid Electric,1,1,1,2100.42
4064,2018.Jul,UK08,Sheffield,Yorkshire and the Humber,United Kingdom,53.379039,-1.47429,Urban,Traffic Light,Slight,Morning,Wet Road,T-junction,46-55,Male,Car,Petrol,1,1,2,1560.66
4065,2018.Jul,UK09,Lambeth,London,United Kingdom,51.492716,-0.116293,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,26-35,Male,Car,Petrol,1,1,2,1975.61
4066,2018.Jul,UK10,Barnet,London,United Kingdom,51.654959,-0.19374,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,26-35,Male,Car,Petrol,1,1,1,1931.64
4067,2018.Jul,UK03,Manchester,North West England,United Kingdom,53.481548,-2.245805,Urban,Uncontrolled Junction,Slight,Afternoon,Wet Road,Not at junction,26-35,Male,Car,Petrol,1,2,3,1750.72
4068,2018.Jul,UK02,Leeds,Yorkshire and the Humber,United Kingdom,53.800676,-1.548242,Urban,Uncontrolled Junction,Slight,Afternoon,Wet Road,Not at junction,46-55,Male,Car,Petrol,1,1,2,1752.84
4070,2018.Jul,UK08,Sheffield,Yorkshire and the Humber,United Kingdom,53.379039,-1.47429,Small Town,Traffic Enforcer,Serious,Early Morning,Icy,Roundabout,Over 56,Female,Motorcycle,Hybrid Electric,1,1,2,420.11
4071,2018.Jul,UK09,Lambeth,London,United Kingdom,51.492716,-0.116293,Urban,Uncontrolled Junction,Slight,Afternoon,Wet Road,Not at junction,26-35,Male,Car,Petrol,1,1,2,380.25
4073,2018.Jul,UK03,Manchester,North West England,United Kingdom,53.481548,-2.245805,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,36-45,Male,Car,Petrol,1,1,2,400.17
4074,2018.Jul,UK02,Leeds,Yorkshire and the Humber,United Kingdom,53.800676,-1.548242,Small Town,Traffic Enforcer,Serious,Early Morning,Icy,Roundabout,Over 56,Female,Motorcycle,Hybrid Electric,1,1,2,320.19
4075,2018.Jul,UK01,Birmingham,West Midlands,United Kingdom,52.478609,-1.884923,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,36-45,Male,Car,Petrol,1,1,2,2650.84
4076,2018.Jul,UK08,Sheffield,Yorkshire and the Humber,United Kingdom,53.379039,-1.47429,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,36-45,Male,Car,Petrol,1,1,2,2674.41
4077,2018.Jul,UK09,Lambeth,London,United Kingdom,51.492716,-0.116293,Urban,Traffic Light,Slight,Morning,Icy,T-junction,21-25,Female,Car,Heavy Oil,1,1,1,2557.24
4078,2018.Jul,UK10,Barnet,London,United Kingdom,51.654959,-0.19374,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,36-45,Male,Car,Petrol,1,1,2,2359.35
4079,2018.Jul,UK03,Manchester,North West England,United Kingdom,53.481548,-2.245805,Urban,Traffic Light,Slight,Morning,Icy,T-junction,21-25,Female,Car,Heavy Oil,1,1,2,2863.86
4080,2018.Jul,UK02,Leeds,Yorkshire and the Humber,United Kingdom,53.800676,-1.548242,Urban,Uncontrolled Junction,Slight,Morning,Wet Road,Not at junction,46-55,Male,Car,Petrol,1,1,1,2976.12
4081,2018.Jul,UK01,Birmingham,West Midlands,United Kingdom,52.478609,-1.884923,Urban,Uncontrolled Junction,Slight,Morning,Wet Road,T-junction,46-55,Male,Car,Petrol,1,1,2,2061.82
4082,2018.Jul,UK08,Sheffield,Yorkshire and the Humber,United Kingdom,53.379039,-1.47429,Urban,Traffic Light,Slight,Morning,Icy,T-junction,21-25,Female,Car,Heavy Oil,1,1,1,2434.73
4083,2018.Jul,UK09,Lambeth,London,United Kingdom,51.492716,-0.116293,Rural,Stop Sign,Slight,Evening,Icy,Crossroad,Over 56,Female,Taxi,Heavy Oil,1,1,2,1920.56
4085,2018.Jul,UK03,Manchester,North West England,United Kingdom,53.481548,-2.245805,Urban,Traffic Light,Slight,Morning,Snow,T-junction,16-20,Female,Van,Heavy Oil,1,1,2,2042.87
4086,2018.Jul,UK02,Leeds,Yorkshire and the Humber,United Kingdom,53.800676,-1.548242,Urban,Uncontrolled Junction,Slight,Afternoon,Wet Road,Not at junction,46-55,Male,Car,Petrol,1,1,2,2166.42
4087,2018.Jul,UK01,Birmingham,West Midlands,United Kingdom,52.478609,-1.884923,Urban,Traffic Light,Slight,Morning,Icy,T-junction,21-25,Female,Car,Heavy Oil,1,1,2,2080.99
4088,2018.Jul,UK08,Sheffield,Yorkshire and the Humber,United Kingdom,53.379039,-1.47429,Rural,Stop Sign,Serious,Evening,Icy,Crossroad,Over 56,Female,Bus,Heavy Oil,1,1,2,1943.96
4089,2018.Jul,UK09,Lambeth,London,United Kingdom,51.492716,-0.116293,Rural,Stop Sign,Slight,Evening,Icy,Crossroad,Over 56,Female,Bus,Heavy Oil,1,1,2,1462.46
4090,2018.Jul,UK10,Barnet,London,United Kingdom,51.654959,-0.19374,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,26-35,Male,Car,Petrol,1,1,2,2022.88
4091,2018.Jul,UK03,Manchester,North West England,United Kingdom,53.481548,-2.245805,Urban,Traffic Light,Slight,Morning,Wet Road,T-junction,46-55,Male,Car,Petrol,1,1,1,1710.29
4092,2018.Jul,UK02,Leeds,Yorkshire and the Humber,United Kingdom,53.800676,-1.548242,Urban,Traffic Light,Slight,Morning,Icy,T-junction,21-25,Female,Car,Heavy Oil,1,1,4,1642.75
4093,2018.Jul,UK01,Birmingham,West Midlands,United Kingdom,52.478609,-1.884923,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,26-35,Male,Car,Petrol,1,1,2,1792.03
4094,2018.Jul,UK08,Sheffield,Yorkshire and the Humber,United Kingdom,53.379039,-1.47429,Urban,Traffic Light,Slight,Morning,Icy,T-junction,21-25,Female,Car,Heavy Oil,1,1,2,1811.38
4095,2018.Jul,UK09,Lambeth,London,United Kingdom,51.492716,-0.116293,Urban,Traffic Light,Slight,Morning,Wet Road,T-junction,46-55,Male,Car,Petrol,1,1,2,2566.04
4096,2018.Jul,UK10,Barnet,London,United Kingdom,51.654959,-0.19374,Urban,Uncontrolled Junction,Slight,Morning,Wet Road,T-junction,46-55,Male,Car,Petrol,1,1,2,2092.86
4097,2018.Jul,UK03,Manchester,North West England,United Kingdom,53.481548,-2.245805,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,36-45,Male,Car,Petrol,1,2,1,2484.7
4098,2018.Jul,UK02,Leeds,Yorkshire and the Humber,United Kingdom,53.800676,-1.548242,Urban,Uncontrolled Junction,Slight,Afternoon,Wet Road,Not at junction,26-35,Male,Car,Petrol,1,1,1,2316.16
4099,2018.Jul,UK01,Birmingham,West Midlands,United Kingdom,52.478609,-1.884923,Urban,Uncontrolled Junction,Slight,Morning,Wet Road,T-junction,46-55,Male,Car,Petrol,1,1,2,1220.15
4100,2018.Jul,UK08,Sheffield,Yorkshire and the Humber,United Kingdom,53.379039,-1.47429,Urban,Traffic Light,Slight,Evening,Icy,Crossroad,16-20,Female,Van,Heavy Oil,1,1,2,1420.69
4101,2018.Jul,UK09,Lambeth,London,United Kingdom,51.492716,-0.116293,Urban,Traffic Light,Slight,Morning,Icy,T-junction,21-25,Female,Car,Heavy Oil,1,3,2,1050.73
4102,2018.Jul,UK10,Barnet,London,United Kingdom,51.654959,-0.19374,Urban,Uncontrolled Junction,Slight,Morning,Wet Road,Not at junction,46-55,Male,Car,Petrol,1,3,2,1220.88
